Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (27748 already done, 22252 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (7748 done, 2252 remaining) ---
[27749/50000] 2026-06-28 11:55:57 | R3 | railroadcar/test_1_artifice_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[36156/50000] 2026-06-28 13:38:03 | R4 | queens/1_artifice vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[36157/50000] 2026-06-28 13:38:04 | R4 | queens/1_artifice vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[36158/50000] 2026-06-28 13:38:04 | R4 | queens/1_artifice vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[36159/50000] 2026-06-28 13:38:05 | R4 | queens/1_artifice vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[36160/50000] 2026-06-28 13:38:06 | R4 | queens/1_artifice vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[36161/50000] 2026-06-28 13:38:07 | R4 | queens/1_artifice vs queens/0_orig → CLONE
[36162/50000] 2026-06-28 13:38:07 | R4 | queens/1_artifice vs queens/1_artifice → CLONE
[36163/50000] 2026-06-28 13:38:08 | R4 | queens/1_artifice vs queens/test_0_orig_no_krakatau → CLONE
[36164/50000] 2026-06-28 13:38:09 | R4 | queens/1_artifice vs queens/test_0_orig_no_procyon → CLONE
[36165/50000] 2026-06-28 13:38:10 | R4 | queens/1_artifice vs queens/test_0_orig_pg_krakatau → CLONE
[36166/50000] 2026-06-28 13:38:10 | R4 | queens/1_artifice vs queens/test_0_orig_pg_procyon → CLONE
[36167/50000] 2026-06-28 13:38:11 | R4 | queens/1_artifice vs queens/test_1_artifice_no_krakatau → CLONE
[36168/50000] 2026-06-28 13:38:12 | R4 | queens/1_artifice vs queens/test_1_artifice_no_procyon → CLONE
[36169/50000] 2026-06-28 13:38:13 | R4 | queens/1_artifice vs queens/test_1_artifice_pg_krakatau → CLONE
[36170/50000] 2026-06-28 13:38:14 | R4 | queens/1_artifice vs queens/test_1_artifice_pg_procyon → CLONE
[36171/50000] 2026-06-28 13:38:15 | R4 | queens/1_artifice vs railroadcar/0_orig → NON-CLONE
[36172/50000] 2026-06-28 13:38:15 | R4 | queens/1_artifice vs railroadcar/1_artifice → NON-CLONE
[36173/50000] 2026-06-28 13:38:16 | R4 | queens/1_artifice vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[36174/50000] 2026-06-28 13:38:17 | R4 | queens/1_artifice vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[36175/50000] 2026-06-28 13:38:18 | R4 | queens/1_artifice vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[36176/50000] 2026-06-28 13:38:19 | R4 | queens/1_artifice vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[36177/50000] 2026-06-28 13:38:19 | R4 | queens/1_artifice vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[36178/50000] 2026-06-28 13:38:20 | R4 | queens/1_artifice vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[36179/50000] 2026-06-28 13:38:21 | R4 | queens/1_artifice vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[36180/50000] 2026-06-28 13:38:22 | R4 | queens/1_artifice vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[36181/50000] 2026-06-28 13:38:23 | R4 | queens/1_artifice vs slinkedlist/0_orig → NON-CLONE
[36182/50000] 2026-06-28 13:38:24 | R4 | queens/1_artifice vs slinkedlist/1_artifice → NON-CLONE
[36183/50000] 2026-06-28 13:38:25 | R4 | queens/1_artifice vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[36184/50000] 2026-06-28 13:38:25 | R4 | queens/1_artifice vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[36185/50000] 2026-06-28 13:38:26 | R4 | queens/1_artifice vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[36186/50000] 2026-06-28 13:38:27 | R4 | queens/1_artifice vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[36187/50000] 2026-06-28 13:38:28 | R4 | queens/1_artifice vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[36188/50000] 2026-06-28 13:38:29 | R4 | queens/1_artifice vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[36189/50000] 2026-06-28 13:38:29 | R4 | queens/1_artifice vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[36190/50000] 2026-06-28 13:38:30 | R4 | queens/1_artifice vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[36191/50000] 2026-06-28 13:38:31 | R4 | queens/1_artifice vs square/0_orig → NON-CLONE
[36192/50000] 2026-06-28 13:38:32 | R4 | queens/1_artifice vs square/1_artifice → NON-CLONE
[36193/50000] 2026-06-28 13:38:33 | R4 | queens/1_artifice vs square/test_0_orig_no_krakatau → NON-CLONE
[36194/50000] 2026-06-28 13:38:34 | R4 | queens/1_artifice vs square/test_0_orig_no_procyon → NON-CLONE
[36195/50000] 2026-06-28 13:38:35 | R4 | queens/1_artifice vs square/test_0_orig_pg_krakatau → NON-CLONE
[36196/50000] 2026-06-28 13:38:36 | R4 | queens/1_artifice vs square/test_0_orig_pg_procyon → NON-CLONE
[36197/50000] 2026-06-28 13:38:37 | R4 | queens/1_artifice vs square/test_1_artifice_no_krakatau → NON-CLONE
[36198/50000] 2026-06-28 13:38:38 | R4 | queens/1_artifice vs square/test_1_artifice_no_procyon → NON-CLONE
[36199/50000] 2026-06-28 13:38:39 | R4 | queens/1_artifice vs square/test_1_artifice_pg_krakatau → NON-CLONE
[36200/50000] 2026-06-28 13:38:40 | R4 | queens/1_artifice vs square/test_1_artifice_pg_procyon → NON-CLONE
[36201/50000] 2026-06-28 13:38:41 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/0_orig → NON-CLONE
[36202/50000] 2026-06-28 13:38:42 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/1_artifice → NON-CLONE
[36203/50000] 2026-06-28 13:38:43 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[36204/50000] 2026-06-28 13:38:44 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[36205/50000] 2026-06-28 13:38:45 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[36206/50000] 2026-06-28 13:38:46 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[36207/50000] 2026-06-28 13:38:47 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[36208/50000] 2026-06-28 13:38:48 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[36209/50000] 2026-06-28 13:38:49 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[36210/50000] 2026-06-28 13:38:50 | R4 | queens/test_0_orig_no_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[36211/50000] 2026-06-28 13:38:50 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[36212/50000] 2026-06-28 13:38:51 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[36213/50000] 2026-06-28 13:38:52 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[36214/50000] 2026-06-28 13:38:53 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[36215/50000] 2026-06-28 13:38:54 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[36216/50000] 2026-06-28 13:38:55 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[36217/50000] 2026-06-28 13:38:56 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[36218/50000] 2026-06-28 13:38:57 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[36219/50000] 2026-06-28 13:38:58 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[36220/50000] 2026-06-28 13:38:59 | R4 | queens/test_0_orig_no_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[36221/50000] 2026-06-28 13:39:00 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/0_orig → NON-CLONE
[36222/50000] 2026-06-28 13:39:01 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/1_artifice → NON-CLONE
[36223/50000] 2026-06-28 13:39:01 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[36224/50000] 2026-06-28 13:39:02 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[36225/50000] 2026-06-28 13:39:03 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[36226/50000] 2026-06-28 13:39:04 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[36227/50000] 2026-06-28 13:39:05 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[36228/50000] 2026-06-28 13:39:06 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[36229/50000] 2026-06-28 13:39:07 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[36230/50000] 2026-06-28 13:39:08 | R4 | queens/test_0_orig_no_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[36231/50000] 2026-06-28 13:39:08 | R4 | queens/test_0_orig_no_krakatau vs guessword/0_orig → NON-CLONE
[36232/50000] 2026-06-28 13:39:09 | R4 | queens/test_0_orig_no_krakatau vs guessword/1_artifice → NON-CLONE
[36233/50000] 2026-06-28 13:39:10 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[36234/50000] 2026-06-28 13:39:11 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[36235/50000] 2026-06-28 13:39:12 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[36236/50000] 2026-06-28 13:39:13 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[36237/50000] 2026-06-28 13:39:14 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[36238/50000] 2026-06-28 13:39:15 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[36239/50000] 2026-06-28 13:39:16 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[36240/50000] 2026-06-28 13:39:17 | R4 | queens/test_0_orig_no_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[36241/50000] 2026-06-28 13:39:18 | R4 | queens/test_0_orig_no_krakatau vs hanoi/0_orig → NON-CLONE
[36242/50000] 2026-06-28 13:39:19 | R4 | queens/test_0_orig_no_krakatau vs hanoi/1_artifice → NON-CLONE
[36243/50000] 2026-06-28 13:39:20 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[36244/50000] 2026-06-28 13:39:21 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[36245/50000] 2026-06-28 13:39:22 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[36246/50000] 2026-06-28 13:39:23 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[36247/50000] 2026-06-28 13:39:24 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[36248/50000] 2026-06-28 13:39:25 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[36249/50000] 2026-06-28 13:39:26 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[36250/50000] 2026-06-28 13:39:27 | R4 | queens/test_0_orig_no_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[36251/50000] 2026-06-28 13:39:28 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/0_orig → NON-CLONE
[36252/50000] 2026-06-28 13:39:29 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/1_artifice → NON-CLONE
[36253/50000] 2026-06-28 13:39:29 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[36254/50000] 2026-06-28 13:39:30 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[36255/50000] 2026-06-28 13:39:31 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[36256/50000] 2026-06-28 13:39:32 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[36257/50000] 2026-06-28 13:39:33 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[36258/50000] 2026-06-28 13:39:34 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[36259/50000] 2026-06-28 13:39:35 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[36260/50000] 2026-06-28 13:39:36 | R4 | queens/test_0_orig_no_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[36261/50000] 2026-06-28 13:39:37 | R4 | queens/test_0_orig_no_krakatau vs queens/0_orig → CLONE
[36262/50000] 2026-06-28 13:39:37 | R4 | queens/test_0_orig_no_krakatau vs queens/1_artifice → CLONE
[36263/50000] 2026-06-28 13:39:38 | R4 | queens/test_0_orig_no_krakatau vs queens/test_0_orig_no_krakatau → CLONE
[36264/50000] 2026-06-28 13:39:39 | R4 | queens/test_0_orig_no_krakatau vs queens/test_0_orig_no_procyon → CLONE
[36265/50000] 2026-06-28 13:39:40 | R4 | queens/test_0_orig_no_krakatau vs queens/test_0_orig_pg_krakatau → CLONE
[36266/50000] 2026-06-28 13:39:40 | R4 | queens/test_0_orig_no_krakatau vs queens/test_0_orig_pg_procyon → CLONE
[36267/50000] 2026-06-28 13:39:41 | R4 | queens/test_0_orig_no_krakatau vs queens/test_1_artifice_no_krakatau → CLONE
[36268/50000] 2026-06-28 13:39:42 | R4 | queens/test_0_orig_no_krakatau vs queens/test_1_artifice_no_procyon → CLONE
[36269/50000] 2026-06-28 13:39:43 | R4 | queens/test_0_orig_no_krakatau vs queens/test_1_artifice_pg_krakatau → CLONE
[36270/50000] 2026-06-28 13:39:44 | R4 | queens/test_0_orig_no_krakatau vs queens/test_1_artifice_pg_procyon → CLONE
[36271/50000] 2026-06-28 13:39:45 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/0_orig → NON-CLONE
[36272/50000] 2026-06-28 13:39:45 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/1_artifice → NON-CLONE
[36273/50000] 2026-06-28 13:39:46 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[36274/50000] 2026-06-28 13:39:47 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[36275/50000] 2026-06-28 13:39:48 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[36276/50000] 2026-06-28 13:39:49 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[36277/50000] 2026-06-28 13:39:50 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[36278/50000] 2026-06-28 13:39:51 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[36279/50000] 2026-06-28 13:39:51 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[36280/50000] 2026-06-28 13:39:52 | R4 | queens/test_0_orig_no_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[36281/50000] 2026-06-28 13:39:53 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/0_orig → NON-CLONE
[36282/50000] 2026-06-28 13:39:54 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[36283/50000] 2026-06-28 13:39:55 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[36284/50000] 2026-06-28 13:39:56 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[36285/50000] 2026-06-28 13:39:57 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[36286/50000] 2026-06-28 13:39:57 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[36287/50000] 2026-06-28 13:39:58 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[36288/50000] 2026-06-28 13:39:59 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[36289/50000] 2026-06-28 13:40:00 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[36290/50000] 2026-06-28 13:40:01 | R4 | queens/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[36291/50000] 2026-06-28 13:40:02 | R4 | queens/test_0_orig_no_krakatau vs square/0_orig → NON-CLONE
[36292/50000] 2026-06-28 13:40:03 | R4 | queens/test_0_orig_no_krakatau vs square/1_artifice → NON-CLONE
[36293/50000] 2026-06-28 13:40:04 | R4 | queens/test_0_orig_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[36294/50000] 2026-06-28 13:40:05 | R4 | queens/test_0_orig_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[36295/50000] 2026-06-28 13:40:06 | R4 | queens/test_0_orig_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[36296/50000] 2026-06-28 13:40:07 | R4 | queens/test_0_orig_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[36297/50000] 2026-06-28 13:40:08 | R4 | queens/test_0_orig_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[36298/50000] 2026-06-28 13:40:09 | R4 | queens/test_0_orig_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[36299/50000] 2026-06-28 13:40:10 | R4 | queens/test_0_orig_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[36300/50000] 2026-06-28 13:40:11 | R4 | queens/test_0_orig_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[36301/50000] 2026-06-28 13:40:12 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/0_orig → NON-CLONE
[36302/50000] 2026-06-28 13:40:12 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/1_artifice → NON-CLONE
[36303/50000] 2026-06-28 13:40:13 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[36304/50000] 2026-06-28 13:40:14 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[36305/50000] 2026-06-28 13:40:15 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[36306/50000] 2026-06-28 13:40:16 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[36307/50000] 2026-06-28 13:40:17 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[36308/50000] 2026-06-28 13:40:18 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[36309/50000] 2026-06-28 13:40:19 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[36310/50000] 2026-06-28 13:40:20 | R4 | queens/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[36311/50000] 2026-06-28 13:40:21 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[36312/50000] 2026-06-28 13:40:22 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[36313/50000] 2026-06-28 13:40:23 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[36314/50000] 2026-06-28 13:40:24 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[36315/50000] 2026-06-28 13:40:25 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[36316/50000] 2026-06-28 13:40:25 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[36317/50000] 2026-06-28 13:40:26 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[36318/50000] 2026-06-28 13:40:27 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[36319/50000] 2026-06-28 13:40:28 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[36320/50000] 2026-06-28 13:40:29 | R4 | queens/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[36321/50000] 2026-06-28 13:40:30 | R4 | queens/test_0_orig_no_procyon vs bubblesort/0_orig → NON-CLONE
[36322/50000] 2026-06-28 13:40:31 | R4 | queens/test_0_orig_no_procyon vs bubblesort/1_artifice → NON-CLONE
[36323/50000] 2026-06-28 13:40:32 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[36324/50000] 2026-06-28 13:40:33 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[36325/50000] 2026-06-28 13:40:33 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[36326/50000] 2026-06-28 13:40:34 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[36327/50000] 2026-06-28 13:40:35 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[36328/50000] 2026-06-28 13:40:36 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[36329/50000] 2026-06-28 13:40:37 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[36330/50000] 2026-06-28 13:40:38 | R4 | queens/test_0_orig_no_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[36331/50000] 2026-06-28 13:40:38 | R4 | queens/test_0_orig_no_procyon vs guessword/0_orig → NON-CLONE
[36332/50000] 2026-06-28 13:40:39 | R4 | queens/test_0_orig_no_procyon vs guessword/1_artifice → NON-CLONE
[36333/50000] 2026-06-28 13:40:40 | R4 | queens/test_0_orig_no_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[36334/50000] 2026-06-28 13:40:41 | R4 | queens/test_0_orig_no_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[36335/50000] 2026-06-28 13:40:42 | R4 | queens/test_0_orig_no_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[36336/50000] 2026-06-28 13:40:43 | R4 | queens/test_0_orig_no_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[36337/50000] 2026-06-28 13:40:44 | R4 | queens/test_0_orig_no_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[36338/50000] 2026-06-28 13:40:45 | R4 | queens/test_0_orig_no_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[36339/50000] 2026-06-28 13:40:46 | R4 | queens/test_0_orig_no_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[36340/50000] 2026-06-28 13:40:47 | R4 | queens/test_0_orig_no_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
