Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (21438 already done, 28562 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5 (1438 done, 8562 remaining) ---
[21439/50000] 2026-06-23 05:53:20 | R3 | SqrtAlgorithm/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[36893/50000] 2026-06-23 17:19:12 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[36894/50000] 2026-06-23 17:19:15 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[36895/50000] 2026-06-23 17:19:17 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[36896/50000] 2026-06-23 17:19:21 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[36897/50000] 2026-06-23 17:19:25 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[36898/50000] 2026-06-23 17:19:27 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[36899/50000] 2026-06-23 17:19:31 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[36900/50000] 2026-06-23 17:19:34 | R4 | queens/test_1_artifice_pg_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[36901/50000] 2026-06-23 17:19:37 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/0_orig → NON-CLONE
[36902/50000] 2026-06-23 17:19:40 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/1_artifice → NON-CLONE
[36903/50000] 2026-06-23 17:19:43 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[36904/50000] 2026-06-23 17:19:47 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[36905/50000] 2026-06-23 17:19:49 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[36906/50000] 2026-06-23 17:19:54 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[36907/50000] 2026-06-23 17:19:58 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[36908/50000] 2026-06-23 17:20:00 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[36909/50000] 2026-06-23 17:20:03 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[36910/50000] 2026-06-23 17:20:07 | R4 | queens/test_1_artifice_pg_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[36911/50000] 2026-06-23 17:20:10 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[36912/50000] 2026-06-23 17:20:13 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[36913/50000] 2026-06-23 17:20:16 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[36914/50000] 2026-06-23 17:20:18 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[36915/50000] 2026-06-23 17:20:21 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[36916/50000] 2026-06-23 17:20:23 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[36917/50000] 2026-06-23 17:20:26 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[36918/50000] 2026-06-23 17:20:30 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[36919/50000] 2026-06-23 17:20:33 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[36920/50000] 2026-06-23 17:20:35 | R4 | queens/test_1_artifice_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[36921/50000] 2026-06-23 17:20:39 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/0_orig → NON-CLONE
[36922/50000] 2026-06-23 17:20:41 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/1_artifice → NON-CLONE
[36923/50000] 2026-06-23 17:20:43 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[36924/50000] 2026-06-23 17:20:46 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[36925/50000] 2026-06-23 17:20:49 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[36926/50000] 2026-06-23 17:20:51 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[36927/50000] 2026-06-23 17:20:54 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[36928/50000] 2026-06-23 17:20:57 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[36929/50000] 2026-06-23 17:21:00 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[36930/50000] 2026-06-23 17:21:04 | R4 | queens/test_1_artifice_pg_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[36931/50000] 2026-06-23 17:21:07 | R4 | queens/test_1_artifice_pg_procyon vs guessword/0_orig → NON-CLONE
[36932/50000] 2026-06-23 17:21:10 | R4 | queens/test_1_artifice_pg_procyon vs guessword/1_artifice → NON-CLONE
[36933/50000] 2026-06-23 17:21:13 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[36934/50000] 2026-06-23 17:21:15 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[36935/50000] 2026-06-23 17:21:19 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[36936/50000] 2026-06-23 17:21:22 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[36937/50000] 2026-06-23 17:21:25 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[36938/50000] 2026-06-23 17:21:28 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[36939/50000] 2026-06-23 17:21:31 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[36940/50000] 2026-06-23 17:21:35 | R4 | queens/test_1_artifice_pg_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[36941/50000] 2026-06-23 17:21:38 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/0_orig → NON-CLONE
[36942/50000] 2026-06-23 17:21:41 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/1_artifice → NON-CLONE
[36943/50000] 2026-06-23 17:21:44 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[36944/50000] 2026-06-23 17:21:47 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[36945/50000] 2026-06-23 17:21:50 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[36946/50000] 2026-06-23 17:21:53 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[36947/50000] 2026-06-23 17:21:55 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[36948/50000] 2026-06-23 17:21:58 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[36949/50000] 2026-06-23 17:22:01 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[36950/50000] 2026-06-23 17:22:04 | R4 | queens/test_1_artifice_pg_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[36951/50000] 2026-06-23 17:22:07 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/0_orig → NON-CLONE
[36952/50000] 2026-06-23 17:22:11 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/1_artifice → NON-CLONE
[36953/50000] 2026-06-23 17:22:14 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[36954/50000] 2026-06-23 17:22:18 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[36955/50000] 2026-06-23 17:22:21 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[36956/50000] 2026-06-23 17:22:24 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[36957/50000] 2026-06-23 17:22:28 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[36958/50000] 2026-06-23 17:22:30 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[36959/50000] 2026-06-23 17:22:33 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[36960/50000] 2026-06-23 17:22:37 | R4 | queens/test_1_artifice_pg_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[36961/50000] 2026-06-23 17:22:41 | R4 | queens/test_1_artifice_pg_procyon vs queens/0_orig → CLONE
[36962/50000] 2026-06-23 17:22:44 | R4 | queens/test_1_artifice_pg_procyon vs queens/1_artifice → CLONE
[36963/50000] 2026-06-23 17:22:47 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_0_orig_no_krakatau → CLONE
[36964/50000] 2026-06-23 17:22:50 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_0_orig_no_procyon → CLONE
[36965/50000] 2026-06-23 17:22:52 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_0_orig_pg_krakatau → CLONE
[36966/50000] 2026-06-23 17:22:55 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_0_orig_pg_procyon → CLONE
[36967/50000] 2026-06-23 17:22:57 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_1_artifice_no_krakatau → CLONE
[36968/50000] 2026-06-23 17:23:00 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_1_artifice_no_procyon → CLONE
[36969/50000] 2026-06-23 17:23:03 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_1_artifice_pg_krakatau → CLONE
[36970/50000] 2026-06-23 17:23:07 | R4 | queens/test_1_artifice_pg_procyon vs queens/test_1_artifice_pg_procyon → CLONE
[36971/50000] 2026-06-23 17:23:11 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/0_orig → NON-CLONE
[36972/50000] 2026-06-23 17:23:13 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/1_artifice → NON-CLONE
[36973/50000] 2026-06-23 17:23:17 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[36974/50000] 2026-06-23 17:23:21 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[36975/50000] 2026-06-23 17:23:24 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[36976/50000] 2026-06-23 17:23:27 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[36977/50000] 2026-06-23 17:23:31 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[36978/50000] 2026-06-23 17:23:34 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[36979/50000] 2026-06-23 17:23:38 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[36980/50000] 2026-06-23 17:23:41 | R4 | queens/test_1_artifice_pg_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[36981/50000] 2026-06-23 17:23:43 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/0_orig → NON-CLONE
[36982/50000] 2026-06-23 17:23:47 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/1_artifice → NON-CLONE
[36983/50000] 2026-06-23 17:23:49 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[36984/50000] 2026-06-23 17:23:53 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[36985/50000] 2026-06-23 17:23:56 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[36986/50000] 2026-06-23 17:23:59 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[36987/50000] 2026-06-23 17:24:01 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[36988/50000] 2026-06-23 17:24:04 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[36989/50000] 2026-06-23 17:24:07 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[36990/50000] 2026-06-23 17:24:09 | R4 | queens/test_1_artifice_pg_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[36991/50000] 2026-06-23 17:24:11 | R4 | queens/test_1_artifice_pg_procyon vs square/0_orig → NON-CLONE
[36992/50000] 2026-06-23 17:24:14 | R4 | queens/test_1_artifice_pg_procyon vs square/1_artifice → NON-CLONE
[36993/50000] 2026-06-23 17:24:17 | R4 | queens/test_1_artifice_pg_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[36994/50000] 2026-06-23 17:24:20 | R4 | queens/test_1_artifice_pg_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[36995/50000] 2026-06-23 17:24:23 | R4 | queens/test_1_artifice_pg_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[36996/50000] 2026-06-23 17:24:27 | R4 | queens/test_1_artifice_pg_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[36997/50000] 2026-06-23 17:24:30 | R4 | queens/test_1_artifice_pg_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[36998/50000] 2026-06-23 17:24:32 | R4 | queens/test_1_artifice_pg_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[36999/50000] 2026-06-23 17:24:36 | R4 | queens/test_1_artifice_pg_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[37000/50000] 2026-06-23 17:24:38 | R4 | queens/test_1_artifice_pg_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[37001/50000] 2026-06-23 17:24:42 | R4 | railroadcar/0_orig vs InfixConverter/0_orig → NON-CLONE
[37002/50000] 2026-06-23 17:24:45 | R4 | railroadcar/0_orig vs InfixConverter/1_artifice → NON-CLONE
[37003/50000] 2026-06-23 17:24:48 | R4 | railroadcar/0_orig vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[37004/50000] 2026-06-23 17:24:52 | R4 | railroadcar/0_orig vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[37005/50000] 2026-06-23 17:24:55 | R4 | railroadcar/0_orig vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[37006/50000] 2026-06-23 17:24:59 | R4 | railroadcar/0_orig vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[37007/50000] 2026-06-23 17:25:02 | R4 | railroadcar/0_orig vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[37008/50000] 2026-06-23 17:25:05 | R4 | railroadcar/0_orig vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[37009/50000] 2026-06-23 17:25:07 | R4 | railroadcar/0_orig vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[37010/50000] 2026-06-23 17:25:11 | R4 | railroadcar/0_orig vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[37011/50000] 2026-06-23 17:25:13 | R4 | railroadcar/0_orig vs SqrtAlgorithm/0_orig → NON-CLONE
[37012/50000] 2026-06-23 17:25:17 | R4 | railroadcar/0_orig vs SqrtAlgorithm/1_artifice → NON-CLONE
[37013/50000] 2026-06-23 17:25:21 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[37014/50000] 2026-06-23 17:25:24 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[37015/50000] 2026-06-23 17:25:26 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[37016/50000] 2026-06-23 17:25:29 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[37017/50000] 2026-06-23 17:25:32 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[37018/50000] 2026-06-23 17:25:35 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[37019/50000] 2026-06-23 17:25:37 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[37020/50000] 2026-06-23 17:25:41 | R4 | railroadcar/0_orig vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[37021/50000] 2026-06-23 17:25:44 | R4 | railroadcar/0_orig vs bubblesort/0_orig → NON-CLONE
[37022/50000] 2026-06-23 17:25:47 | R4 | railroadcar/0_orig vs bubblesort/1_artifice → NON-CLONE
[37023/50000] 2026-06-23 17:25:51 | R4 | railroadcar/0_orig vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[37024/50000] 2026-06-23 17:25:53 | R4 | railroadcar/0_orig vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[37025/50000] 2026-06-23 17:25:55 | R4 | railroadcar/0_orig vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[37026/50000] 2026-06-23 17:25:59 | R4 | railroadcar/0_orig vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[37027/50000] 2026-06-23 17:26:02 | R4 | railroadcar/0_orig vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[37028/50000] 2026-06-23 17:26:05 | R4 | railroadcar/0_orig vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[37029/50000] 2026-06-23 17:26:07 | R4 | railroadcar/0_orig vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[37030/50000] 2026-06-23 17:26:11 | R4 | railroadcar/0_orig vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[37031/50000] 2026-06-23 17:26:13 | R4 | railroadcar/0_orig vs guessword/0_orig → NON-CLONE
[37032/50000] 2026-06-23 17:26:16 | R4 | railroadcar/0_orig vs guessword/1_artifice → NON-CLONE
[37033/50000] 2026-06-23 17:26:18 | R4 | railroadcar/0_orig vs guessword/test_0_orig_no_krakatau → NON-CLONE
[37034/50000] 2026-06-23 17:26:22 | R4 | railroadcar/0_orig vs guessword/test_0_orig_no_procyon → NON-CLONE
[37035/50000] 2026-06-23 17:26:25 | R4 | railroadcar/0_orig vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[37036/50000] 2026-06-23 17:26:28 | R4 | railroadcar/0_orig vs guessword/test_0_orig_pg_procyon → NON-CLONE
[37037/50000] 2026-06-23 17:26:31 | R4 | railroadcar/0_orig vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[37038/50000] 2026-06-23 17:26:34 | R4 | railroadcar/0_orig vs guessword/test_1_artifice_no_procyon → NON-CLONE
[37039/50000] 2026-06-23 17:26:36 | R4 | railroadcar/0_orig vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[37040/50000] 2026-06-23 17:26:40 | R4 | railroadcar/0_orig vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[37041/50000] 2026-06-23 17:26:43 | R4 | railroadcar/0_orig vs hanoi/0_orig → NON-CLONE
[37042/50000] 2026-06-23 17:26:45 | R4 | railroadcar/0_orig vs hanoi/1_artifice → NON-CLONE
[37043/50000] 2026-06-23 17:26:48 | R4 | railroadcar/0_orig vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[37044/50000] 2026-06-23 17:26:50 | R4 | railroadcar/0_orig vs hanoi/test_0_orig_no_procyon → NON-CLONE
[37045/50000] 2026-06-23 17:26:52 | R4 | railroadcar/0_orig vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[37046/50000] 2026-06-23 17:26:56 | R4 | railroadcar/0_orig vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[37047/50000] 2026-06-23 17:26:58 | R4 | railroadcar/0_orig vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[37048/50000] 2026-06-23 17:27:02 | R4 | railroadcar/0_orig vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[37049/50000] 2026-06-23 17:27:04 | R4 | railroadcar/0_orig vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[37050/50000] 2026-06-23 17:27:07 | R4 | railroadcar/0_orig vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[37051/50000] 2026-06-23 17:27:09 | R4 | railroadcar/0_orig vs kaprekar/0_orig → NON-CLONE
[37052/50000] 2026-06-23 17:27:12 | R4 | railroadcar/0_orig vs kaprekar/1_artifice → NON-CLONE
[37053/50000] 2026-06-23 17:27:15 | R4 | railroadcar/0_orig vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[37054/50000] 2026-06-23 17:27:18 | R4 | railroadcar/0_orig vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[37055/50000] 2026-06-23 17:27:21 | R4 | railroadcar/0_orig vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[37056/50000] 2026-06-23 17:27:24 | R4 | railroadcar/0_orig vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[37057/50000] 2026-06-23 17:27:28 | R4 | railroadcar/0_orig vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[37058/50000] 2026-06-23 17:27:30 | R4 | railroadcar/0_orig vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[37059/50000] 2026-06-23 17:27:33 | R4 | railroadcar/0_orig vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[37060/50000] 2026-06-23 17:27:37 | R4 | railroadcar/0_orig vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[37061/50000] 2026-06-23 17:27:40 | R4 | railroadcar/0_orig vs queens/0_orig → NON-CLONE
[37062/50000] 2026-06-23 17:27:43 | R4 | railroadcar/0_orig vs queens/1_artifice → NON-CLONE
[37063/50000] 2026-06-23 17:27:46 | R4 | railroadcar/0_orig vs queens/test_0_orig_no_krakatau → NON-CLONE
[37064/50000] 2026-06-23 17:27:48 | R4 | railroadcar/0_orig vs queens/test_0_orig_no_procyon → NON-CLONE
[37065/50000] 2026-06-23 17:27:52 | R4 | railroadcar/0_orig vs queens/test_0_orig_pg_krakatau → NON-CLONE
[37066/50000] 2026-06-23 17:27:56 | R4 | railroadcar/0_orig vs queens/test_0_orig_pg_procyon → NON-CLONE
[37067/50000] 2026-06-23 17:27:59 | R4 | railroadcar/0_orig vs queens/test_1_artifice_no_krakatau → NON-CLONE
[37068/50000] 2026-06-23 17:28:01 | R4 | railroadcar/0_orig vs queens/test_1_artifice_no_procyon → NON-CLONE
[37069/50000] 2026-06-23 17:28:03 | R4 | railroadcar/0_orig vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[37070/50000] 2026-06-23 17:28:07 | R4 | railroadcar/0_orig vs queens/test_1_artifice_pg_procyon → NON-CLONE
[37071/50000] 2026-06-23 17:28:10 | R4 | railroadcar/0_orig vs railroadcar/0_orig → CLONE
[37072/50000] 2026-06-23 17:28:12 | R4 | railroadcar/0_orig vs railroadcar/1_artifice → CLONE
