Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (32457 already done, 17543 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'qwen' loaded. Starting inference...
--- Round 1/5: already complete, skipping ---
--- Round 2/5: already complete, skipping ---
--- Round 3/5: already complete, skipping ---
--- Round 4/5 (2457 done, 7543 remaining) ---
[32458/50000] 2026-06-28 16:29:01 | R4 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[40422/50000] 2026-06-28 17:50:39 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/1_artifice → NON-CLONE
[40423/50000] 2026-06-28 17:50:40 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[40424/50000] 2026-06-28 17:50:40 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[40425/50000] 2026-06-28 17:50:41 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[40426/50000] 2026-06-28 17:50:41 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[40427/50000] 2026-06-28 17:50:42 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[40428/50000] 2026-06-28 17:50:42 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[40429/50000] 2026-06-28 17:50:43 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[40430/50000] 2026-06-28 17:50:43 | R5 | InfixConverter/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[40431/50000] 2026-06-28 17:50:44 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/0_orig → NON-CLONE
[40432/50000] 2026-06-28 17:50:44 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/1_artifice → NON-CLONE
[40433/50000] 2026-06-28 17:50:45 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[40434/50000] 2026-06-28 17:50:45 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[40435/50000] 2026-06-28 17:50:46 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[40436/50000] 2026-06-28 17:50:47 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[40437/50000] 2026-06-28 17:50:47 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[40438/50000] 2026-06-28 17:50:48 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[40439/50000] 2026-06-28 17:50:48 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[40440/50000] 2026-06-28 17:50:49 | R5 | InfixConverter/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[40441/50000] 2026-06-28 17:50:49 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/0_orig → NON-CLONE
[40442/50000] 2026-06-28 17:50:50 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/1_artifice → NON-CLONE
[40443/50000] 2026-06-28 17:50:51 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[40444/50000] 2026-06-28 17:50:51 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[40445/50000] 2026-06-28 17:50:52 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[40446/50000] 2026-06-28 17:50:52 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[40447/50000] 2026-06-28 17:50:53 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[40448/50000] 2026-06-28 17:50:54 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[40449/50000] 2026-06-28 17:50:54 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[40450/50000] 2026-06-28 17:50:55 | R5 | InfixConverter/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[40451/50000] 2026-06-28 17:50:55 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/0_orig → NON-CLONE
[40452/50000] 2026-06-28 17:50:56 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/1_artifice → NON-CLONE
[40453/50000] 2026-06-28 17:50:56 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[40454/50000] 2026-06-28 17:50:57 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[40455/50000] 2026-06-28 17:50:57 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[40456/50000] 2026-06-28 17:50:58 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[40457/50000] 2026-06-28 17:50:58 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[40458/50000] 2026-06-28 17:50:59 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[40459/50000] 2026-06-28 17:50:59 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[40460/50000] 2026-06-28 17:51:00 | R5 | InfixConverter/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[40461/50000] 2026-06-28 17:51:00 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/0_orig → NON-CLONE
[40462/50000] 2026-06-28 17:51:01 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/1_artifice → NON-CLONE
[40463/50000] 2026-06-28 17:51:01 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[40464/50000] 2026-06-28 17:51:02 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[40465/50000] 2026-06-28 17:51:02 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[40466/50000] 2026-06-28 17:51:03 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[40467/50000] 2026-06-28 17:51:03 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[40468/50000] 2026-06-28 17:51:04 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
[40469/50000] 2026-06-28 17:51:04 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[40470/50000] 2026-06-28 17:51:05 | R5 | InfixConverter/test_0_orig_pg_krakatau vs queens/test_1_artifice_pg_procyon → NON-CLONE
[40471/50000] 2026-06-28 17:51:05 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/0_orig → NON-CLONE
[40472/50000] 2026-06-28 17:51:06 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/1_artifice → NON-CLONE
[40473/50000] 2026-06-28 17:51:06 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[40474/50000] 2026-06-28 17:51:07 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[40475/50000] 2026-06-28 17:51:07 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[40476/50000] 2026-06-28 17:51:08 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[40477/50000] 2026-06-28 17:51:08 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[40478/50000] 2026-06-28 17:51:09 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[40479/50000] 2026-06-28 17:51:09 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[40480/50000] 2026-06-28 17:51:10 | R5 | InfixConverter/test_0_orig_pg_krakatau vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[40481/50000] 2026-06-28 17:51:10 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/0_orig → NON-CLONE
[40482/50000] 2026-06-28 17:51:11 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/1_artifice → NON-CLONE
[40483/50000] 2026-06-28 17:51:12 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[40484/50000] 2026-06-28 17:51:12 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[40485/50000] 2026-06-28 17:51:13 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[40486/50000] 2026-06-28 17:51:13 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[40487/50000] 2026-06-28 17:51:14 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[40488/50000] 2026-06-28 17:51:14 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[40489/50000] 2026-06-28 17:51:15 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[40490/50000] 2026-06-28 17:51:15 | R5 | InfixConverter/test_0_orig_pg_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[40491/50000] 2026-06-28 17:51:16 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/0_orig → NON-CLONE
[40492/50000] 2026-06-28 17:51:16 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/1_artifice → NON-CLONE
[40493/50000] 2026-06-28 17:51:17 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[40494/50000] 2026-06-28 17:51:18 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[40495/50000] 2026-06-28 17:51:18 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[40496/50000] 2026-06-28 17:51:19 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[40497/50000] 2026-06-28 17:51:19 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[40498/50000] 2026-06-28 17:51:20 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[40499/50000] 2026-06-28 17:51:21 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[40500/50000] 2026-06-28 17:51:21 | R5 | InfixConverter/test_0_orig_pg_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[40501/50000] 2026-06-28 17:51:22 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/0_orig → CLONE
[40502/50000] 2026-06-28 17:51:22 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/1_artifice → CLONE
[40503/50000] 2026-06-28 17:51:23 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_no_krakatau → CLONE
[40504/50000] 2026-06-28 17:51:24 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_no_procyon → CLONE
[40505/50000] 2026-06-28 17:51:24 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_pg_krakatau → CLONE
[40506/50000] 2026-06-28 17:51:25 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_0_orig_pg_procyon → CLONE
[40507/50000] 2026-06-28 17:51:25 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_no_krakatau → CLONE
[40508/50000] 2026-06-28 17:51:26 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_no_procyon → CLONE
[40509/50000] 2026-06-28 17:51:27 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_pg_krakatau → CLONE
[40510/50000] 2026-06-28 17:51:27 | R5 | InfixConverter/test_0_orig_pg_procyon vs InfixConverter/test_1_artifice_pg_procyon → CLONE
[40511/50000] 2026-06-28 17:51:28 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[40512/50000] 2026-06-28 17:51:28 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[40513/50000] 2026-06-28 17:51:29 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[40514/50000] 2026-06-28 17:51:29 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[40515/50000] 2026-06-28 17:51:30 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[40516/50000] 2026-06-28 17:51:31 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[40517/50000] 2026-06-28 17:51:31 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[40518/50000] 2026-06-28 17:51:32 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[40519/50000] 2026-06-28 17:51:32 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[40520/50000] 2026-06-28 17:51:33 | R5 | InfixConverter/test_0_orig_pg_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[40521/50000] 2026-06-28 17:51:33 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/0_orig → NON-CLONE
[40522/50000] 2026-06-28 17:51:34 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/1_artifice → NON-CLONE
[40523/50000] 2026-06-28 17:51:35 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_0_orig_no_krakatau → NON-CLONE
[40524/50000] 2026-06-28 17:51:35 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_0_orig_no_procyon → NON-CLONE
[40525/50000] 2026-06-28 17:51:36 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_0_orig_pg_krakatau → NON-CLONE
[40526/50000] 2026-06-28 17:51:36 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_0_orig_pg_procyon → NON-CLONE
[40527/50000] 2026-06-28 17:51:37 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_no_krakatau → NON-CLONE
[40528/50000] 2026-06-28 17:51:37 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_no_procyon → NON-CLONE
[40529/50000] 2026-06-28 17:51:38 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_pg_krakatau → NON-CLONE
[40530/50000] 2026-06-28 17:51:38 | R5 | InfixConverter/test_0_orig_pg_procyon vs bubblesort/test_1_artifice_pg_procyon → NON-CLONE
[40531/50000] 2026-06-28 17:51:39 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/0_orig → NON-CLONE
[40532/50000] 2026-06-28 17:51:39 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/1_artifice → NON-CLONE
[40533/50000] 2026-06-28 17:51:40 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[40534/50000] 2026-06-28 17:51:40 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[40535/50000] 2026-06-28 17:51:41 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[40536/50000] 2026-06-28 17:51:41 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[40537/50000] 2026-06-28 17:51:42 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[40538/50000] 2026-06-28 17:51:42 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[40539/50000] 2026-06-28 17:51:43 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[40540/50000] 2026-06-28 17:51:43 | R5 | InfixConverter/test_0_orig_pg_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[40541/50000] 2026-06-28 17:51:44 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/0_orig → NON-CLONE
[40542/50000] 2026-06-28 17:51:44 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/1_artifice → NON-CLONE
[40543/50000] 2026-06-28 17:51:45 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[40544/50000] 2026-06-28 17:51:46 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[40545/50000] 2026-06-28 17:51:46 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[40546/50000] 2026-06-28 17:51:47 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[40547/50000] 2026-06-28 17:51:47 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[40548/50000] 2026-06-28 17:51:48 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[40549/50000] 2026-06-28 17:51:49 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[40550/50000] 2026-06-28 17:51:49 | R5 | InfixConverter/test_0_orig_pg_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[40551/50000] 2026-06-28 17:51:50 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/0_orig → NON-CLONE
[40552/50000] 2026-06-28 17:51:50 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/1_artifice → NON-CLONE
[40553/50000] 2026-06-28 17:51:51 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[40554/50000] 2026-06-28 17:51:51 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[40555/50000] 2026-06-28 17:51:52 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[40556/50000] 2026-06-28 17:51:52 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[40557/50000] 2026-06-28 17:51:53 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[40558/50000] 2026-06-28 17:51:53 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[40559/50000] 2026-06-28 17:51:54 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[40560/50000] 2026-06-28 17:51:54 | R5 | InfixConverter/test_0_orig_pg_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[40561/50000] 2026-06-28 17:51:54 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/0_orig → NON-CLONE
[40562/50000] 2026-06-28 17:51:55 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/1_artifice → NON-CLONE
[40563/50000] 2026-06-28 17:51:56 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[40564/50000] 2026-06-28 17:51:56 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[40565/50000] 2026-06-28 17:51:57 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[40566/50000] 2026-06-28 17:51:57 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[40567/50000] 2026-06-28 17:51:58 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[40568/50000] 2026-06-28 17:51:58 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[40569/50000] 2026-06-28 17:51:59 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[40570/50000] 2026-06-28 17:51:59 | R5 | InfixConverter/test_0_orig_pg_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[40571/50000] 2026-06-28 17:52:00 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/0_orig → NON-CLONE
[40572/50000] 2026-06-28 17:52:00 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/1_artifice → NON-CLONE
[40573/50000] 2026-06-28 17:52:01 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[40574/50000] 2026-06-28 17:52:01 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[40575/50000] 2026-06-28 17:52:01 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[40576/50000] 2026-06-28 17:52:02 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[40577/50000] 2026-06-28 17:52:02 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[40578/50000] 2026-06-28 17:52:03 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[40579/50000] 2026-06-28 17:52:03 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[40580/50000] 2026-06-28 17:52:04 | R5 | InfixConverter/test_0_orig_pg_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[40581/50000] 2026-06-28 17:52:04 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/0_orig → NON-CLONE
[40582/50000] 2026-06-28 17:52:05 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/1_artifice → NON-CLONE
[40583/50000] 2026-06-28 17:52:05 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[40584/50000] 2026-06-28 17:52:06 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[40585/50000] 2026-06-28 17:52:06 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[40586/50000] 2026-06-28 17:52:07 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[40587/50000] 2026-06-28 17:52:07 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[40588/50000] 2026-06-28 17:52:08 | R5 | InfixConverter/test_0_orig_pg_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
